"index","REMARKS","UAS_Location_Runways","dateonly","timeonly","DATE","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","FACILITY.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","METAR.CEDAR","POTENTIALLYSIGNIFICANT.CEDAR","IFRIVR.CEDAR","AUTHCERT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASREGISTRATIONNUM.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","UASFORMATION.CEDAR","CLOSESTPROXIMITY.CEDAR","UASWEIGHTGT55.CEDAR","UASDIM.CEDAR","UASFWROTOR.CEDAR","PILOTREPORTEDNMAC.CEDAR","TCASRA.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
283,"Aircraft observed a  2 foot diameter UAS 300 feet off the left side while at 10,500 feet 12NM SE of Stamford, TX. No evasive action was taken. shackelford County Sheriff notified at 325-762-2000.","UNKN","9/27/2019","15:06","2019-09-27T15:06Z","DEN","UAS",NA,"ABI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12NM SE of ABI",NA
289,"Aircraft observed a UAS while S bound at 2,200 feet 3NM S of Falcon Field APRT. No evasive action was taken. PHX ARPT PD notified at 602-273-3311.","UNKN","10/2/2019","20:09","2019-10-02T20:09Z","DEN","UAS",NA,"P50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM S of P50",NA
300,"Aircraft observed a white quad copter UAS while WSW bound at 4,800 feet 12NM E PHX. No evasive action was taken. Phoenix Airport PD notified at 602-273-3311.","UNKN","10/13/2019","0:00","2019-10-13T00:00Z","DEN","UAS",NA,"P50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","12NM E PHX",NA
305,"Aircraft observed a white, oval shaped UAS about the size of a basketball, at the DCA087014 (approximately 3 NM SE of W00 (Freeway Airport)), off their right side while southbound at 3,100 feet, hovering. No evasive action was taken. Prince Georges County PD notified at 301-352-1275.","UNKN","10/14/2019","15:14","2019-10-14T15:14Z","NCRCC","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM SE of PCT",NA
312,"Aircraft observed a white UAS off the right side while SW bound at 2,500 feet 5 NM NW of Tappan Zee bridge. No evasive action was taken. NYPD Aviation Unit notified.","UNKN","10/21/2019","21:18","2019-10-21T21:18Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NW of N90",NA
314,"Aircraft observed a UAS at 1,900 feet 7 NM SW of Norwood in the vicinity of Foxboro Stadium. No evasive action was taken. Foxboro Police notified.","UNKN","10/22/2019","1:11","2019-10-22T01:11Z","DEN","UAS",NA,"OWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM SW of OWD",NA
317,"Aircraft observed a Quad-copter UAS off the 12 o'clock position while S bound at 7,500 feet 3 NM S of 0L7. No evasive action was taken. Las Vegas Metro PD notified at 702-261-5135.","UNKN","10/26/2019","3:07","2019-10-26T03:07Z","DEN","UAS",NA,"L30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of L30",NA
318,"Aircraft observed a UAS off the right side while SE bound at 300 feet 6NM NW SEA. No evasive action reported. Seattle PD notified at 206-625-5011.","UNKN","10/28/2019","15:18","2019-10-28T15:18Z","DEN","UAS",NA,"BFI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","6NM NW SEA",NA
326,"Aircraft observed a white with black arms UAS 800 feet off the left side while NE bound at 4,000 feet 5 NM SE of Woodstown. No evasive action was taken. LEO notified at 215-937-6963. ","UNKN","11/3/2019","15:50","2019-11-03T15:50Z","DEN","UAS",NA,"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SE of PHL",NA
337,"Aircraft observed a UAS off the right side while at 2,500 feet 6 NM SE of Meacham. Closest  proximity was 5,600. No description was given. No evasive action was taken. DFW DPS notified at 972-373-3210.","UNKN","11/13/2019","3:02","2019-11-13T03:02Z","DEN","UAS",NA,"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM SE of D10",NA
350,"Aircraft observed a UAS off the right side while W bound at 1,700 feet 6NM E of Yuma, AZ. No evasive action was taken. Provost Marshall's Office notified at 928-269-2204.","UNKN","12/5/2019","2:18","2019-12-05T02:18Z","DEN","UAS",NA,"NYL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6NM E of NYL",NA
353,"Aircraft observed a white quad-copter UAS at 3,200 feet off the right side while W bound at 3,000 feet 3NM E of C20. No evasive action was taken. Berrien County Law enforcement notified.","UNKN","12/6/2019","21:10","2019-12-06T21:10Z","DEN","UAS",NA,"SBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM E of SBN",NA
354,"Aircraft observed a UAS while N bound at 2,200 feet 3NM SW of Ontario, CA. No evasive action was taken. PD Helo notified on frequency.","UNKN","12/12/2019","7:19","2019-12-12T07:19Z","DEN","UAS",NA,"ONT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM SW of ONT",NA
364,"Aircraft observed a UAS off the right side while W bound at 2,100 feet E NM E of Delano. No evasive action was taken. Volusia County Sheriff notified at 398-248-1777.","UNKN","12/23/2019","20:22","2019-12-23T20:22Z","DEN","UAS",NA,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM E of DAB",NA
365,"Aircraft observed a quadcopter UAS off the 12 o'clock position while ESE bound at 3,500 feet 7 NM N of Lawrenceville, GA. No evasive action was taken. Gwinnett County Sheriff notified at 770-513-5700.","UNKN","12/24/2019","19:49","2019-12-24T19:49Z","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM N of A80",NA
368,"Aircraft observed a black UAS while S bound at at 5,500 feet 5NM S of Chicago, IL. No evasive action was taken. FBI notified at 312-421-6700.","UNKN","1/1/2020","18:35","2020-01-01T18:35Z","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM S of C90",NA
373,"Aircraft observed a UAS off the 12 o'clock position while N bound at 6,000 feet 7 NM E of Ogden. No evasive action was taken. Salt Lake City Airport PD notified at 801-575-2401.","UNKN","1/5/2020","3:23","2020-01-05T03:23Z","DEN","UAS",NA,"S56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM E of S56",NA
378,"Aircraft observed a brown UAS while S bound at 1,800 feet 1 NM NE of F69. No evasive action was taken. DFW DPS notified at 972-973-3210.","UNKN","1/7/2020","16:17","2020-01-07T16:17Z","DEN","UAS",NA,"D01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM NE of D01",NA
387,"Aircraft observed a UAS 1,000 feet below them while NE bound at 4,000 feet 35NM SW of Monroe, LA. No evasive action was taken. LEO notification not reported.","UNKN","1/20/2020","23:31","2020-01-20T23:31Z","DEN","UAS",NA,"MLU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","35NM SW of MLU",NA
394,"Aircraft observed a UAS at 1,200 feet 3 NM S of Morristown. No evasive action was taken. LEO notification not reported. ","UNKN","1/29/2020","19:00","2020-01-29T19:00Z","DEN","UAS",NA,"TYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of TYS",NA
2148,"Aircraft reported a dark blue UAS at 12 o'clock and same altitude of 16,000 feet while NE bound 3 NM W of Avalon, CA. No evasive action taken. LA County Sheriff notified at 310-510-0074. ","UNKN","1/29/2020","23:40","2020-01-29T23:40Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM W of SCT",NA
416,"Aircraft observed a UAS with red light while S bound at 11,000 feet, 25NM N direction of RDU. No evasive action was taken. Person PD notified at 336-599-8345.","UNKN","2/15/2020","22:45","2020-02-15T22:45Z","DEN","UAS",NA,"RDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25NM N  RDU",NA
421,"Aircraft observed a UAS off the right side while NW bound at 800 feet, 2NM SW direction of RZS near Santa Barbara Pier. No evasive action was taken. Santa Barbara PD notified at 805-882-8900.","UNKN","2/19/2020","18:15","2020-02-19T18:15Z","DEN","UAS",NA,"SBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2NM SW  SBA",NA
427,"Aircraft observed a black and pink UAS or model rocket parachute 500 feet below them while NW bound at 14,000 feet 50NM NE of Atlanta, GA. No evasive action was taken. LEO notification not reported.","UNKN","2/22/2020","22:10","2020-02-22T22:10Z","DEN","UAS",NA,"ZTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","50NM NE of ZTL",NA
430,"Aircraft observed a red and blue UAS while NW bound at 7,500 feet 4NM E of Asheville, NC. No evasive action was taken. Bunkham County Sheriff notified at 828-250-4503.","UNKN","2/22/2020","23:15","2020-02-22T23:15Z","DEN","UAS",NA,"AVL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4NM E of AVL",NA
2153,"Aircraft reported a black UAS with red lights off right side, while E bound at 7,500 feet, 1NM NE of S50. No evasive action taken. Auburn PD notified at 253-852-2121. ","UNKN","2/27/2020","22:00","2020-02-27T22:00Z","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1NM NE of S46",NA
481,"Aircraft observed a brown, quad-copter UAS pass 50 feet below them while at 900 feet 1.5NM S of New Smyrna Beach Airport.. No evasive action was taken. New Smyrna Beach PD notified via 911.","UNKN","3/27/2020","14:18","2020-03-27T14:18Z","DEN","UAS",NA,"EVB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5NM S of EVB",NA
486,"Aircraft observed a UAS off the left side while NE bound at 5,000 feet 12 NM SW of Midland. No evasive action was taken. Ector County Sheriff notified at 432-335-3050.","UNKN","4/7/2020","1:55","2020-04-07T01:55Z","DEN","UAS",NA,"MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM SW of MAF",NA
489,"Aircraft observed a 15 foot white fixed wing UAS off the right side while NE bound at 4,500 feet 12 NM NE of La Belle, FL. Aircraft made an evasive climbing maneuver to avoid UAS. Hendry County Sheriff notified at 863-674-0406.  ","UNKN","4/14/2020","18:20","2020-04-14T18:20Z","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM NE of RSW",NA
490,"Aircraft observed a UAS while maneuvering at FL240-270, 72 NM SE OF NKT. No evasive action was taken. LE not notified. ","UNKN","4/17/2020","14:20","2020-04-17T14:20Z","DEN","UAS",NA,"HQ DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","72 NM SE OF HQ DEN",NA
495,"Aircraft observed a 4 rotor UAS 4 NM W of New Smyna Beach Airport. No evasive action was taken. Volusia County Sheriff notified. ","UNKN","4/28/2020","23:30","2020-04-28T23:30Z","DEN","UAS",NA,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM W of DAB",NA
503,"Aircraft observed a black quad-copter UAS while W bound at 3,000 feet 6 NM NE of X14. No evasive action was taken. Hendry County Sheriff notified at 863-946-1600.","UNKN","5/13/2020","16:41","2020-05-13T16:41Z","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM NE of RSW",NA
515,"Aircraft observed a UAS quad-copter with red lights while E bound at 500 feet 8 NM NW of Tucson. No evasive action was taken. LEO notification not reported. ","UNKN","5/22/2020","1:40","2020-05-22T01:40Z","DEN","UAS",NA,"U90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NW of U90",NA
517,"Aircraft observed a UAS pass 500 feet below them while N bound at 6,500 feet 7NM NE of Scottsdale, AZ. No evasive action was taken. Scottsdale Airport PD notified at 602-273-3311.","UNKN","5/23/2020","1:00","2020-05-23T01:00Z","DEN","UAS",NA,"P50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7NM NE of P50",NA
540,"Aircraft observed a small white UAS while WNW bound at 2,100 feet 2.7 NM ESE of Universal City. No evasive action was taken. Randolph Base Ops notified at 210-652-2943.","UNKN","6/3/2020","19:35","2020-06-03T19:35Z","DEN","UAS",NA,"RND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2.7 NM ESE of RND",NA
541,"Aircraft observed a UAS while W bound at 6,000 feet 10 NM ESE of Gary. No evasive action was taken. LEO notification not reported.","UNKN","6/3/2020","23:23","2020-06-03T23:23Z","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM ESE of C90",NA
546,"Aircraft observed a small white hobby tri-wing UAS 100 feet below while S bound at 900 feet 3 NM S of Fresno. No evasive action was taken. Fresno PD notified at 559-621-7000.","UNKN","6/6/2020","2:27","2020-06-06T02:27Z","DEN","UAS",NA,"FAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of FAT",NA
571,"Aircraft observed a UAS 1,000 below while W bound at 4,000 feet 6 NM S of Gary, IN. Evasive action not reported. Chicago FBI notified at 312-421-6700. ","UNKN","6/13/2020","23:32","2020-06-13T23:32Z","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM S of C90",NA
577,"Aircraft observed a black UAS 50 feet below while E bound at 11,500 feet 1 NM S of Rochelle, IL. No evasive action was taken. Ogle County Sheriff notified at 815-732-1101.","UNKN","6/14/2020","17:40","2020-06-14T17:40Z","DEN","UAS",NA,"RFD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM S of RFD",NA
578,"Aircraft observed a UAS off the front while NE bound at 2,000 feet 8 NM SW of 5TX0. No evasive action was taken. LE notification not reported. ","UNKN","6/14/2020","19:25","2020-06-14T19:25Z","DEN","UAS",NA,"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SW of D10",NA
581,"Aircraft observed a UAS off the right side while N bound at 800 feet 5 NM SW of Rafael Hernandez Airport. No evasive action was taken. BQN Airport Security notified at 787-890-1266.","UNKN","6/17/2020","0:08","2020-06-17T00:08Z","DEN","UAS",NA,"ZSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SW of ZSU",NA
601,"Aircraft observed a UAS 50 feet low while W bound at 6,000 feet 5 NM E of San Jose. No evasive action was taken. San Jose PD notified at 408-277-8911. ","UNKN","6/21/2020","23:06","2020-06-21T23:06Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM E of NCT",NA
606,"Aircraft observed a UAS off the upper right side while SSE bound at 11,500 feet 46 NM NNW of San Simon. No evasive action was taken. LEO notification not reported.","UNKN","6/22/2020","20:22","2020-06-22T20:22Z","DEN","UAS",NA,"ZAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","46 NM NNW of ZAB",NA
614,"Aircraft observed a UAS operating at 50 feet AGL while at 150 feet 1 NM N of  NOG. No evasive action was taken. Orange Grove Naval Auxiliary Field Base Security notified. ","UNKN","6/25/2020","15:30","2020-06-25T15:30Z","DEN","UAS",NA,"NQI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM N of NQI",NA
622,"Aircraft observed a black quadcopter UAS 500 feet below them while SW bound at 3,000 feet 5NM SE of San Antonio, TX. No evasive action was taken. DPS Helo notified on frequency.","UNKN","6/28/2020","1:10","2020-06-28T01:10Z","DEN","UAS",NA,"SAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM SE of SAT",NA
2156,"Aircraft reported a 50' diameter white balloon pass  500-1000' above while E bound at FL450 35 NM NE of Yuma, AZ. LE not notified. ","UNKN","7/31/2020","20:47","2020-07-31T20:47Z","DEN","UAS",NA,"ZAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","35 NM NE of ZAB",NA
762,"Aircraft observed a black UAS from the left side while NW bound at 10,000 feet 17.5 NM NE of 89D. No evasive action was taken. Cleveland PD notified at 216-621-1234.","UNKN","8/30/2020","21:48","2020-08-30T21:48Z","DEN","UAS",NA,"CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17.5 NM NE of CLE",NA
777,"Aircraft observed a UAS while E bound at 4,500 feet 1.5 NM SW of Pepperell, MA. No evasive action was taken. LE not notified. ","UNKN","9/6/2020","22:08","2020-09-06T22:08Z","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM SW of A90",NA
794,"Aircraft observed a UAS off the left side at 500 feet 2 NM NW of D95. No evasive action was taken. LaPeere Police Department notified at 810-667-0292.","UNKN","9/17/2020","15:28","2020-09-17T15:28Z","DEN","UAS",NA,"AZO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM NW of AZO",NA
804,"Aircraft observed a UAS off the right side while SE bound at 1,400 feet 3 NM NW direction of MSP. No evasive action was taken. Ridgeland PD notified at 612-861-9800.","UNKN","9/22/2020","18:37","2020-09-22T18:37Z","DEN","UAS",NA,"MSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM NW  MSP",NA
870,"Aircraft observed a UAS off the right side while S bound at 17,000 feet 7 NM SE of Long Island Airport. No evasive action was taken. Suffolk County Police notified at 631-852-6000.","UNKN","10/17/2020","20:30","2020-10-17T20:30Z","DEN","UAS","MOR","ZBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM SE of ZBW",NA
871,"Aircraft observed a UAS off the left side while NE bound at 4,500 feet S NM S of PTW. No evasive action was taken. Philadelphia Airport Police notified at 215-937-6711.","UNKN","10/18/2020","0:06","2020-10-18T00:06Z","DEN","UAS",NA,"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM S of PHL",NA
872,"Aircraft observed a UAS off the left side while S bound at 800 feet 1 NM S of RD Airport. No evasive action was taken. Pennsylvania State Police Notified at 610-387-6645.","UNKN","10/18/2020","22:01","2020-10-18T22:01Z","DEN","UAS",NA,"RDG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM S of RDG",NA
883,"Aircraft observed a UAS 500 feet low off the right side while SE bound at 5,500 feet 10 NM N direction of BFL. No evasive action was taken. Local LE notified at 661-747-4055. ","UNKN","10/24/2020","19:51","2020-10-24T19:51Z","DEN","UAS",NA,"BFL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM N  BFL",NA
894,"Aircraft observed a black UAS off the right side while S bound at 4,500 feet 16 NM SSE of Newberg, OR. No evasive action was taken. Marion County Sheriff notified at 503-588-5094. ","UNKN","11/2/2020","23:19","2020-11-02T23:19Z","DEN","UAS",NA,"ZSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","16 NM SSE of ZSE",NA
921,"Aircraft observed a quad-copter UAS off the left side while N bound at 8,000 feet, 3 NM W of X51. No evasive action was taken. Miami-Dade Aviation Unit at TMB notified at 305-253-2267.","UNKN","12/24/2020","17:43","2020-12-24T17:43Z","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM W of MIA",NA
941,"Aircraft observed a red and white UAS while ESE bound at 3,500 feet, 4NM SSW of Van Nuys, CA. No evasive action was taken. LA Air Support Unit notified.","UNKN","1/8/2021","23:25","2021-01-08T23:25Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4NM SSW of SCT",NA
958,"Aircraft observed a UAS off the six o'clock while E bound at 5,200 feet 8 NM ENE OKB. No evasive action was taken. SHF11 is in pursuit to locate operator. ","UNKN","1/20/2021","19:52","2021-01-20T19:52Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","8 NM ENE OKB",NA
993,"Aircraft observed a black UAS while N bound at 2,300 feet, 4NM N of Brown Field (SDM). No evasive action was taken, but PIC reported NMAC. Chulavista PD notified at 619-691-5151. AWO advised.","UNKN","2/18/2021","1:06","2021-02-18T01:06Z","DEN","UAS",NA,"SDM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4NM N of SDM",NA
1015,"Aircraft observed a black 4 rotor quad-copter UAS within 50 feet off the left side while SW bound at 4,000 feet 10 nm NE of SEE. A 10 degree evasive turn was initiated. LEO notification was not reported. ","UNKN","2/25/2021","18:55","2021-02-25T18:55Z","DEN","UAS",NA,"SEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 nm NE of SEE",NA
1038,"Aircraft observed a white, 3 rotor UAS off the left side while S bound at 1700 feet, 2 NM SW of 2R4 Airport. No evasive action was taken. Santa Rosa County Sheriff notified at 850-983-1100.","UNKN","3/9/2021","23:10","2021-03-09T23:10Z","DEN","UAS",NA,"P31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM SW of P31",NA
