"REMARKS","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
"Reported a red UAS pass within 200 feet from the 12 o'clock while SSW bound at 16,000 feet, 22 NM SSE of Merced, CA. No evasive action taken. Fresno County Sheriff notified at.","5/15/2018","4:13","2018-05-15T04:13Z","EAGLE33","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","22 NM SSE of NCT",NA
"PIC reported a blue medium-sized UAS pass 500 feet below at 4,000 feet 10 NM SW of Clear Creek Buttes Mountain nearFAI. No evasive action taken. LEO notification not reported.","5/16/2018","9:01","2018-05-16T09:01Z","N28AH","DEN","UAS",NA,"FAI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM SW of FAI",NA
"Reported sighting several Quad-Copter UAS operating at 1,000 to 2,000 feet, 3 NM S of Watsonville. No evasive action taken. Incident was not reportedto LEO.  ","5/16/2018","21:57","2018-05-16T21:57Z","N62244","DEN","UAS",NA,"HQ DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of HQ DEN",NA
"Reported observing a UAS while Wbound at 5,000 feet, 8 NM NNW of Newark. No evasive action taken. N.J. State PD notified at. ","5/18/2018","19:09","2018-05-18T19:09Z","UCA4987","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NNW of N90",NA
"Reported observing a UAS off of the right side and 200 feet below while climbing through 16,200 feet, NNE bound, 70 NM NE of PHX. No evasive action taken. LEO was not notified. ","5/18/2018","20:33","2018-05-18T20:33Z","DAL1921","DEN","UAS",NA,"PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","70 NM NE of PHX",NA
"Aircraft passed a black UAS, 4 rotor type, 300 feet off left sidewhile SSW bound at 7,000 feet, 9 NM NNW BOI. No evasive action taken. Ada County dispatch notified at (208) 377-6790.","5/20/2018","2:41","2018-05-20T02:41Z","N301TS","DEN","UAS",NA,"BOI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","9 NM NNW BOI",NA
"Reported sighting a green UAS 100 feet below while SW bound at 2,000 feet, 3 NM SW of Boston. No evasive action taken. Massachusetts State PD notified at. ","5/21/2018","19:51","2018-05-21T19:51Z","JBU717","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM SW of A90",NA
"Reported observing a rotorcraft UAS while NE bound at 4,000 feet, 20 NM SE of JFK. No evasive action taken. Nassau County PD notified at. ","5/25/2018","22:17","2018-05-25T22:17Z","DAL2068","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM SE of N90",NA
"Reported a black UAS heading SW bound at2,500 feet, 20 NM E on IND. No evasive action taken. LEO not notified. ","5/26/2018","1:21","2018-05-26T01:21Z","ASH6241","DEN","UAS",NA,"IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM E  IND",NA
"Reported sighting a small metallic UAS operating 600 feet below while Wbound at 3,100 feet, 7 NM SW of Chicago Waukegan. No evasive action taken. FBI notified at. ","5/26/2018","21:20","2018-05-26T21:20Z","CAP1158","DEN","UAS",NA,"UGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM SW of UGN",NA
"Reported observing a silver football size UAS off of the right wing while at 1,500 feet, 7 NM SE of Reading. No evasive action taken. LEO was not notified. ","5/29/2018","21:51","2018-05-29T21:51Z","N8334N","DEN","UAS",NA,"RDG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM SE of RDG",NA
"Reported a UAS off the right side while Ebound at 300 feet 0.5 NM E of general aviation ramp at CLT. No evasive action taken. CLT airport 911 notified. ","6/1/2018","20:53","2018-06-01T20:53Z","N438CM","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","0.5 NM E of CLT",NA
"Reported sighting a UAS operating 500 feet above while Wbound at 4,500 feet, 15 NM NE of LAX. No evasive action taken. LEO was notified. ","6/4/2018","7:41","2018-06-04T07:41Z","FDX556","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM NE of LAX",NA
"Reported observing a white Quad-copter UAS approximately 3 feet in diameter, operating 200 feet off of the right side while at 1,000 feet, 5 NM W of Esca Grande. No evasive action taken. San Juan Airport PD notified. ","6/5/2018","20:13","2018-06-05T20:13Z","N4165U","DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM W of SJU",NA
"Reported sighting a UAS operating 150 feet above while WSW bound at 14,500 feet, 4 NM NE of Eagle Mountain. No evasive action taken. LEO was not notified. ","6/5/2018","22:37","2018-06-05T22:37Z","RENO51","DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM NE of SW1",NA
"Fairfax County PDcallthe NCRCC (LEO line) to reporta UAS operating 2 NM S of IAD and observed landing. No descriptive information given at the time of the report. ","6/8/2018","11:11","2018-06-08T11:11Z",NA,"NCRCC","UAS",NA,"USCG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM S of USCG",NA
"Reported sighting a red rotor-craft UAS operating within 100 feet while NE bound at 5,500 feet, 8 NM N of 6M6. No evasive action taken. Lewis County PD notified at. ","6/8/2018","21:30","2018-06-08T21:30Z","N86GE","DEN","UAS",NA,"ZKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM N of ZKC",NA
"PIC reported a UAS at 5,500 feet 8 NM NE of 6M6. No evasive action reported. Lewis County Sheriff notified at.","6/8/2018","22:44","2018-06-08T22:44Z","N86GE","DEN","UAS",NA,"ZKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NE of ZKC",NA
"Reported sighting a Quad-copter UAS operating .5 NM off of the right side, 1,000 feet below while at 4,000 feet, 5 NM W of LGA. No evasive action taken. NYPD Aviation Unit notified at. ","6/12/2018","21:39","2018-06-12T21:39Z","RPA5888","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM W of N90",NA
"Reported observing a black UAS operating 300 feet above while Nbound at 2,700 feet, 25 NM N of Birmingham. No evasive action reported. Blunt County Sheriff notified at.","6/15/2018","1:44","2018-06-15T01:44Z","N56622","DEN","UAS",NA,"BHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25 NM N of BHM",NA
"Reported observing a black UAS passing close to the aircraft while SE bound at 5,000 feet, 10 NM SE of Boston. No evasive action reported. Massachusetts State PD notified at. ","6/15/2018","2:28","2018-06-15T02:28Z","BTQ865","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM SE of A90",NA
"Reported observing a white Quad-copter and a fixed wing UAS at the same altitude off of the right wing while ESE bound at 2,000 feet, 5 NM SW of Sacramento. No evasive action taken. Yolo County Sheriff notified at. ","6/15/2018","3:32","2018-06-15T03:32Z","N1658C","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SW of NCT",NA
"Reported observing a white UAS operating off of the right side while NE bound at 3,500 feet, 15 NM SW of LGA. No evasive action taken. NYPD Aviation Unit notified at. ","6/15/2018","6:13","2018-06-15T06:13Z","EDV3435","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM SW of N90",NA
"Reported observing a UAS 500 feet off of the right side while Nbound at 4,500 feet, 5 NM S of AFW. No evasive action taken. DFW DPS notified at. ","6/15/2018","6:55","2018-06-15T06:55Z","N340ST","DEN","UAS",NA,"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM S of D10",NA
"Reported observing a small dark UAS hoveringat 2,000 feetwhile SW bound at 1,700 feet, 8 NM SW of MDW. No evasive action taken. FBI notified at. ","6/16/2018","7:41","2018-06-16T07:41Z","N101GN","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SW of C90",NA
"Reported observing a black Quad-copter UAS operating 500 feet off of the right side while SW bound at 7,500 feet, 24 NM W of Modesto. No evasive action taken. Sanjoaquin PD notified at.","6/17/2018","9:26","2018-06-17T09:26Z","N201JF","DEN","UAS",NA,"MOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","24 NM W of MOD",NA
"Reported observing a yellow, remote controlled fixed wing UAS operating at 500 feet while SE bound at 700 feet, 1 NM E of Palo Alto. No evasive action taken. Palo Alto PD notified at.","6/19/2018","8:22","2018-06-19T08:22Z","N384ME","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM E of SCT",NA
"Reported observing a UAS while Sbound at 2,900 feet, 3 NM NNW of Las Vegas in the vicinity of the Bellagio Hotel. No evasive action taken. Las Vegas Metro PD notified at. ","6/19/2018","11:37","2018-06-19T11:37Z","LMK11","DEN","UAS",NA,"LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM NNW of LAS",NA
"Reported a UAS while heading S bound at 10,000 feet, 5 NM S of 2ND0. No evasive action taken. Cass Co Dispatch notified at.","6/20/2018","6:38","2018-06-20T06:38Z","N2652X","DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM S of SW1",NA
"Reported a UAS 1,000 feet below aircraft while WSW bound at 4,000 feet, 5 NM SW Laverne, CA. No evasive action taken. Ontario PD notified at.","6/21/2018","5:14","2018-06-21T05:14Z","N1223U","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SW  NCT",NA
"Reported a UAS while heading NNE bound at 3,500 feet, 5 NM NE of Lancaster TX, No evasive action taken. Dfw Dps notified at.","6/23/2018","4:38","2018-06-23T04:38Z","N53103","DEN","UAS",NA,"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NE of D10",NA
"UAS: N888GC reported a quad copter at altitude 1200 feet 2 NM N of HEF. No other description of UAS given. Manassas PD is being notified at 703-257-800.","6/24/2018","20:46","2018-06-24T20:46Z","N888GC","NCRCC","UAS",NA,"HEF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM N of HEF",NA
"Reported a UAS at 900 feet while NW bound at 1,700 feet, 5 NM S of Milton. No evasive action taken. Santa Rosa County Sheriff notified at.","6/28/2018","8:15","2018-06-28T08:15Z","VV1E109","DEN","UAS",NA,"P31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM S of P31",NA
"Reported a UAS pass off the right wing at 15,000 feet, 6 NM NE of Johnstown, PA. No evasive action reported. LEO not notified.","7/3/2018","21:52","2018-07-03T21:52Z","GPD523","DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM NE of SW1",NA
"PIC reported a UAS 8 NM W of Madison, Ct at 15,000 feet. No evasive action taken. Connecticut State police notified. ","7/3/2018","22:32","2018-07-03T22:32Z","GPD526","DEN","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM W of BOS",NA
"PIC observed a UAS 8 NM W Madison, CT at 15,000FT. No evasive action was taken. Connecticut state police were notified. No phone number provided.","7/3/2018","23:02","2018-07-03T23:02Z","GPD526","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM W  A90",NA
"Reported observing a black UAS 8 NM SW of Charlotte. No evasive action taken. York County Sheriff notified at. ","7/5/2018","1:01","2018-07-05T01:01Z","N921GB","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SW of CLT",NA
"PIC observed UAS 7 NM S of airport at 2250FT. No evasive action taken. Law enforcement notified. ","7/5/2018","6:09","2018-07-05T06:09Z","N4793F","DEN","UAS",NA,"OLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM S of OLM",NA
"PIC reported a white, black, and red quad-copter UAS approximately 3FT in diameter 2000FT below aircraft while SSW bound at 12,000FT 24 NM SSW Cedar City, UT. AirTac112 was operating in the W Valley Fire TFR and fire suppression operations had to be suspended until UAS left the area. No evasive action taken. Washington County sheriff notified. ","7/5/2018","23:20","2018-07-05T23:20Z","AA112","DEN","UAS",NA,"ZLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","24 NM SSW  ZLA",NA
"PIC observed UAS with approximately 6 props 10 NM SW NM M at 3000FT heading N. Evasive action not reported. Unknown if LEO was notified.","7/6/2018","3:34","2018-07-06T03:34Z","SHAD136","DEN","UAS","PAGED","NMM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM SW  NMM",NA
"Reported observing a 6 rotor UAS operating at 3,000 feet on a Nbound heading, 10 NM SW of Meridian. No evasive action taken. LEO was not notified. ","7/6/2018","4:56","2018-07-06T04:56Z","SHAD136","DEN","UAS",NA,"NMM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM SW of NMM",NA
"observed a blue quad copter, approximately 500 feet below,while at 9,000 feet,5 NM ENE MRB. No evasive action taken. Berkley PDnotified at.","7/8/2018","22:52","2018-07-08T22:52Z","N558PG","DEN","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5 NM ENE MRB",NA
"Reported observing a UAS, one thousand feet below off of the left sidewhile SE bound at 3,500 feet 7 NM NW of MSP. No evasive action reported. St Louis Park PD notified at. ","7/11/2018","3:19","2018-07-11T03:19Z","DAL2237","DEN","UAS",NA,"MSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM NW of MSP",NA
"Reported sighting a white and blue quad-copter UAS from his 12 O'clock while NW bound at 1,100 feet, 10 NM SE of Mobile Airport over Mobile Bay. No evasive action taken. LEO was not notified. ","7/11/2018","3:26","2018-07-11T03:26Z","CONGO44","DEN","UAS",NA,"MGM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM SE of MGM",NA
"PIC reported a UAS at 1,000FT 1.5 NM NE DXR over St. Peter's Church. No evasive action taken. LEO notified, phone number UNKN. ","7/14/2018","23:26","2018-07-14T23:26Z","N70GX","DEN","UAS",NA,"DXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","1.5 NM NE DXR",NA
"PIC reported a UAS NE bound at 2,000FT 2 NM NW Crystal ARPT, MN. No evasive action taken. Crystal PD notified via 911.","7/15/2018","4:44","2018-07-15T04:44Z","N9311N","DEN","UAS",NA,"MIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM NW  MIC",NA
"Reported observing a large UAS 300 feet below off of the right side while WSW bound at 7,000 feet, 25 NM E of LAX. No evasive action taken. LA County Sheriff notified at.","7/15/2018","8:55","2018-07-15T08:55Z","AAL163","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25 NM E of SCT",NA
"Reported observing a two rotor UAS while Ebound at 1,500 feet, 1 NM NNW of Brown Field. No evasive action taken. Chula Vista PD notified at. ","7/15/2018","9:11","2018-07-15T09:11Z","N2628U","DEN","UAS",NA,"SDM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM NNW of SDM",NA
"Reported observing a red and black Quad-Copter UAS operating 200 feet above while ENE bound at 3,000 feet, 15 NM NE of Los Angeles. No evasive action taken. LAPD Air Division notified. ","7/17/2018","8:36","2018-07-17T08:36Z","AAL192","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM NE of SCT",NA
"Reported observing a red and white UAS while SW bound at 1,200 feet, 7 NM SE of Aurora. No evasive action taken. Marion County Sheriff notified at. ","7/19/2018","8:58","2018-07-19T08:58Z","N3656L","DEN","UAS",NA,"UAO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM SE of UAO",NA
"Reported observing a UAS operatingon his 12 O'clock and 200 feet below while SE bound at ,1500 feet, 3 NM N of LaGuardia. No evasive action taken. NYPD Aviation Unit notified at. ","7/19/2018","9:01","2018-07-19T09:01Z","EDV3332","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM N of N90",NA
"PIC reported a UAS while 2 NM NE FDK at 1,500FT. No evasive action taken. LEO notification not reported. ","7/20/2018","2:36","2018-07-20T02:36Z","N5938Y","DEN","UAS",NA,"FDK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","2 NM NE FDK",NA
"PIC reported a silver UAS operating at 5,500FT while NE bound climbing to 6,000FT 5 NM E Caldwell. No evasive action taken. New Jersey State PD notified at.","7/20/2018","3:02","2018-07-20T03:02Z","TEK644","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM E  N90",NA
"PIC reported a silver UAS at 5,000FT 5 NM NE Caldwell. No evasive action reported. LEO notification not reported. ","7/20/2018","5:32","2018-07-20T05:32Z","TEK644","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NE  N90",NA
"PIC reported white UAS 3FT in diameter quad copter while heading SW bound at 2,300FT from 3 o'clock position 5 NM W ORD. No evasive action taken. Chicago PD notified at. ","7/21/2018","23:08","2018-07-21T23:08Z","ENY3474","DEN","UAS",NA,"ZAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5 NM W ORD",NA
"Reported observing a gray and white UAS operating at 1,800 feet, 2 NM SW of Burbank. No evasive action taken. LAPD Airborne Asset maneuvered to the location. ","7/22/2018","23:49","2018-07-22T23:49Z","SKW5655","DEN","UAS",NA,"BUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM SW of BUR",NA
"Reported observing a small red and orange UAS off of the right side while Sbound at 6,000 feet, 20 NM E of Sky Park Airport. No evasive action taken. Kingston PD notified at. ","7/23/2018","0:05","2018-07-23T00:05Z","N64AF","DEN","UAS",NA,"ZBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM E of ZBW",NA
"Reported observing a silver UAS pass 3 feet below the right wing while Wbound at 8,500 feet, 23 NM S of Centennial Airport. No evasive action taken. Denver PD notified at. ","7/23/2018","1:28","2018-07-23T01:28Z","N401CM","DEN","UAS",NA,"APA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","23 NM S of APA",NA
"Reported sighting a UAS off of the right side while WSW bound at 5,000 feet, 15 NM NE of LAX. Evasive action not reported. LS County Sheriff notified. ","7/23/2018","3:33","2018-07-23T03:33Z","ASA1365","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM NE of LAX",NA
"Reported observing a small blue Quad-copter UAS operating at 5,500 feet and coming within 700 feet of the aircraft while 5 NM SW of St. Louis Downtown Airport. No evasive action taken. St. Louis PD notified at. ","7/23/2018","3:40","2018-07-23T03:40Z","WBR2310","DEN","UAS",NA,"CPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SW of CPS",NA
"Aircraft reporteda UAS 2 NM E of Everett, WA while Sbound at 1,900 feet. Evasive action not reported. LEO notification was not made. ","7/24/2018","4:03","2018-07-24T04:03Z","N2449U","DEN","UAS",NA,"PAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM E of PAE",NA
"Reported observing a black UAS, 12 O'clock and 150 feet above while SSW bound at 1,300 feet, 3 NM NNE of Santa Ana, CA.No evasive action taken. Orange County Sheriff notified at. ","7/24/2018","4:09","2018-07-24T04:09Z","N20BD","DEN","UAS",NA,"SNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM NNE of SNA",NA
"Aircraft reporteda black and red UAS operating 3 NM W of St. Louis Downtown while at 2,000 feet. The UAS came within 10 feet of aircraft. No evasive action reported. LEO notified at. ","7/24/2018","4:20","2018-07-24T04:20Z","GTW1","DEN","UAS",NA,"STL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM W of STL",NA
"Reported a black UAS 10 feet below and off the left side at 1,700 feet, 1 NM W of Houston Executive Airport. No evasive action taken. Houston FBI notified at.","7/27/2018","23:44","2018-07-27T23:44Z","N69NG","DEN","UAS",NA,"I90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM W of I90",NA
"PIC reported a silver UAS passed 10FT off left wing at same altitude while E bound at 9,000FT 25 NM NE DTW VOR. No evasive action reported. Troy PD at.","7/28/2018","21:48","2018-07-28T21:48Z","DCM6145","DEN","UAS",NA,"D21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAVAID","25 NM NE DTW",NA
"Reported observing a serving platter shaped UAS t 2.100 feet, 13 NM SW of Boston. No evasive action reported. LEO was not notified. ","7/30/2018","6:34","2018-07-30T06:34Z","KAP417","DEN","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","13 NM SW of BOS",NA
"Reported yellow UAS from 12 o'clock position while S bound at 3000 feet, 3 NM W of TEB. No evasive action taken. NJJ State Police Aviation Unit notified at.","7/31/2018","1:54","2018-07-31T01:54Z","EDV3361","DEN","UAS",NA,"TEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM W of TEB",NA
"Reported a UAS 500 feet below aircraft while E bound at 9,000 feet, 9.8 NM N of Georgetown, CA. No evasive action reported. El Dorado County Sheriff notified at.","8/3/2018","6:16","2018-08-03T06:16Z","N4118W","DEN","UAS",NA,"ZOA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","9.8 NM N of ZOA",NA
"Reported observing a black Quad-copter UAS while NNW bound at 600 feet, 1.5 NM SE of HYA. No evasive action taken. Barnstable PD notified at. ","8/6/2018","4:28","2018-08-06T04:28Z","N48176","DEN","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM SE of BOS",NA
"Reported observing a large UAS passbelow while ESE bound at 14,000 feet, 13 NM ESE of Durango. No evasive action taken. La Plata CountySheriff notified at. ","8/6/2018","4:42","2018-08-06T04:42Z","N3248T","DEN","UAS",NA,"D01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","13 NM ESE of D01",NA
"Pilot reported a white quad-copter UAS at 250 feeton right side whileinbound, 2.5 NM W of the airport. No evasive action and Okloosa Sheriff notified at. ","8/7/2018","2:49","2018-08-07T02:49Z","DOLPHIN1","DEN","UAS",NA,"DTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2.5 NM W of DTS",NA
"Pilot reported UAS at 1,500 feet, 7 NM W of airport. Evasive action reported and LEO notification not provided. ","8/7/2018","3:05","2018-08-07T03:05Z","DCM2463","DEN","UAS",NA,"TMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM W of TMB",NA
"PIC reported a silver UAS 1,000FT below Aircraft while E bound at 2,000FT 8 NM W FLL. No evasive action reported. Broward County Sheriff notified at.","8/9/2018","21:15","2018-08-09T21:15Z","JBU1422","DEN","UAS",NA,"FLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","8 NM W FLL",NA
"Reported a drone approximately 4 NM E of IAD at 3,000 feet. No other information provided. Fairfax City PD notified.","8/13/2018","1:31","2018-08-13T01:31Z","UAL914","NCRCC","UAS",NA,"PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM E of PCT",NA
